DocNumber;ProductDesignation
0110004022018;BUFFET SUSHI
0110004022018;1/6 DUCK
0110004022018;MINERAL WATER 1.5LT
0110004022018;BUFFET SUSHI
0110004022018;MINERAL WATER 1.5LT
0110004032018;SPRING ROLL
0110004032018;1/4 DUCK
0110004032018;EGG FRIED RICE
0110004032018;BABY PORK
0110004032018;BEEF BBS
0110004032018;CHICKEN MIXED VEGETABLES
0110004032018;MINERAL WATER 1.5LT
0110004032018;VASSILIKON XYNISTERI
0110004032018;SALT PEPPER PRAWNS
0110004032018;MINERAL WATER 1.5LT
0110004032018;7UP
0110004042018;SPRING ROLL
0110004042018;SPICY SALMON MAKI
0110004042018;VOLCANO MAKI
0110004042018;MIXED PLATTER SUSHI
0110004042018;1/2 DUCK
0110004042018;EGG FRIED RICE
0110004042018;PRAWNS OYSTER SAUCE
0110004042018;NOODLES WITH MEAT
0110004042018; NO MEAT
0110004042018;BEEF BBS
0110004042018;MALAI MANGO CHICK
0110004042018;TIN JIAN STYLE CHICKEN
0110004042018;WHISKY PREMIUM 5CL
0110004042018;GLASS WHITE WINE
0110004042018;MINERAL WATER 1.5LT
0110004042018;SPRITE
0110004042018;COKE
0110004042018;MINERAL WATER 1.5LT
0110004042018;COKE ZERO
0110004042018;COKE ZERO
0110004042018;GLASS WHITE WINE
0120000432018;MINERAL WATER 1.5LT
0120000432018;PETRITIS KYPEROUNDA
0120000432018;BUFFET SUSHI
0120000432018;SPRITE
0120000432018;COKE ZERO
0120000432018;TOFFEE BANANA COMPLEMENTARY
0120000432018;MINERAL WATER 1.5LT
0120000442018;CARLSBERG 33CL
0120000442018;MINERAL WATER 1.5LT
0120000442018;BUFFET SUSHI
0120000442018;FORTANT CABERNET
0120000442018;MINERAL WATER 1.5LT
0120000442018;TOFFEE BANANA COMPLEMENTARY
0120000452018;BUFFET SUSHI
0120000452018;MINERAL WATER 1.5LT
0120000462018;BUFFET SUSHI
0120000462018;MINERAL WATER 1.5LT
0120000462018;SODA
0120000462018;TOFFEE BANANA COMPLEMENTARY
0110004052018;SPRING ROLL
0110004052018;CHICKEN CASHEW NUTS
0110004052018;NOODLES WITH MEAT
0110004052018; NO MEAT
0110004052018;STEAMED RICE
0110004052018;MINERAL WATER 1.5LT
0110004052018;TOFFEE BANANA COMPLEMENTARY
0110004062018;APPLE JUICE
0110004062018;COKE ZERO
0110004062018;MINERAL WATER 1.5LT
0110004062018;SAKE 12CL
0110004062018;SPRING ROLL
0110004062018;CHICKEN SATAY
0110004062018;1/4 DUCK
0110004062018;SHRIMP FRIED RICE
0110004062018;SWEET SOUR PRAWNS
0110004062018;CHICKEN BBS
0110004062018;NOODLES WITH MEAT
0110004062018;TOFFEE BANANA COMPLEMENTARY
0110004072018;PRAWN PURI
0110004072018;1/6 DUCK
0110004072018;SPICY RICE
0110004072018;MALAI MANGO CHICK
0110004072018;CHICK KORMA KASHMIRI
0110004072018;NAAN
0110004072018;MINERAL WATER 1.5LT
0110004082018;SPRING ROLL
0110004082018;MIXED PLATTER SUSHI
0110004082018;SWEETCORN SOUP
0110004082018;LAMB ROGAN JOSH
0110004082018;SWEET SOUR CHICKEN
0110004082018;LEMON CHICKEN
0110004082018;NOODLES WITH MEAT
0110004082018; NO MEAT
0110004082018;EGG FRIED RICE
0110004082018;MINERAL WATER 1.5LT
0110004082018;BOUTARI MOSCHOFILERO WHITE
0110004092018;SPRING ROLL
0110004092018;SESAME PRAWNS
0110004092018;CALIFORNIA MAKI
0110004092018;EGG FRIED RICE
0110004092018;LEMON CHICKEN
0110004092018;SWEET SOUR CHICKEN
0110004092018;BEEF BBS
0110004092018;MINERAL WATER 1.5LT
0110004092018;CHATEAU LAZARIDI WHITE
0110004092018;MINERAL WATER 1.5LT
0110004102018;MIXED PLATTER SUSHI
0110004102018;SALMON MAKI
0110004102018;SHRIMP FRIED RICE
0110004102018;PRAWNS OYSTER SAUCE
0110004102018;GLASS WINE ROSE
0110004102018;MINERAL WATER 1.5LT
0110004112018;NOODLES MUSHROOM SOUP
0110004112018;SWEETCORN SOUP
0110004112018;SWEETCORN SOUP
0110004112018;HOT AND SOUR SOUP
0110004112018;SESAME PRAWNS
0110004112018;SPRING ROLL
0110004112018;1/2 DUCK
0110004112018;CHICKEN WITH MUSHROOMS
0110004112018;SWEET SOUR CHICKEN
0110004112018;VEG RICE
0110004112018;EGG FRIED RICE
0110004112018;BEEF BBS
0110004112018;PORK OYSTER SAUCE
0110004112018;PRAWNS OYSTER SAUCE
0110004112018;PRAWNS WITH GINGER
0110004112018;KTHMA GEROVASSILIOU WHITE
0110004112018;MINERAL WATER 1.5LT
0110004112018;MINERAL WATER 1.5LT
0110004112018;COFFEE COMPLIMENTARY
0110004122018;SALMON SASHIMI
0110004122018;CALIFORNIA MAKI
0110004122018;1/6 DUCK
0110004122018;SPRING ROLL
0110004122018;EGG FRIED RICE
0110004122018;SWEET SOUR CHICKEN
0110004122018;BEEF BBS
0110004122018;PRAWNS MIXED VEG
0110004122018;NOODLES WITH MEAT
0110004122018;ROSE KYPEROUNDAS
0110004122018;MINERAL WATER 1.5LT
0110004132018;SWEETCORN SOUP
0110004132018;SPRING ROLL
0110004132018;CHICKEN SATAY
0110004132018;1/4 DUCK
0110004132018;SWEET SOUR CHICKEN
0110004132018;BEEF BBS
0110004132018;EGG FRIED RICE
0110004132018;SALT PEPPER PRAWNS
0110004132018;MINERAL WATER 1.5LT
0110004132018;MINERAL WATER 1.5LT
0110004142018;SAMOSA
0110004142018;CHICK KORMA KASHMIRI
0110004142018;TANDOORI CHICK 1/2
0110004142018;JIRA PULAO
0110004142018;NAAN
0110004142018;AG. ANDRONIKOS 37.5CL WHITE
0110004142018;COKE ZERO
0110004152018;1/4 DUCK
0110004152018;CHICKEN WITH GINGER
0110004152018;VEG RICE
0110004152018;VASSILIKON XYNISTERI
0110004152018;MINERAL WATER 1.5LT
0110004152018;COFFEE COMPLIMENTARY
0110004162018;ONION BADJI
0110004162018;MEEN MOILEE
0110004162018;KADHAI BHINDI
0110004162018;JIRA PULAO
0110004162018;NAAN
0110004162018;MINERAL WATER 1.5LT
0110004172018;MINERAL WATER 1.5LT
0110004172018;CARLSBERG 33CL
0110004172018;CARLSBERG 33CL
0110004172018;CARLSBERG 33CL
0110004172018;GLASS WHITE WINE
0110004172018;GLASS WHITE WINE
0110004172018;DIET COKE
0110004172018;HOT AND SOUR SOUP
0110004172018;SPRING ROLL
0110004172018;NOODLES WITH MEAT
0110004172018; NO MEAT
0110004172018;1/2 DUCK
0110004172018;SWEET SOUR CHICKEN
0110004172018;SZECHUAN PRAWNS
0110004172018;SPICY RICE
0110004172018;STEAMED RICE
0110004172018;CHICK KORMA KASHMIRI
0110004172018;CHICK TIKKA MASALA
0110004172018;NAAN
0110004172018;MINERAL WATER 1.5LT
0110004172018;CARLSBERG 33CL
0110004172018;TOFFEE BANANA COMPLEMENTARY
0110004182018;TANDOORI TILL JHEENGA
0110004182018;SALT PEPPER SQUID
0110004182018;SPRING ROLL
0110004182018;SESAME PRAWNS
0110004182018;1/4 DUCK
0110004182018;NOODLES WITH MEAT
0110004182018; NO MEAT
0110004182018;MINERAL WATER 1.5LT
0110004182018;TOFFEE BANANA COMPLEMENTARY
0110004192018;SAMOSA
0110004192018;CHICKEN SATAY
0110004192018;1/4 DUCK
0110004192018;BEEF PEPPER SAUCE
0110004192018;CHICK TIKKA MASALA
0110004192018;BABY PORK
0110004192018;JIRA PULAO
0110004192018;NAAN
0110004192018;PERRIER
0110004192018;CARLSBERG 33CL
0110004192018;PERRIER
0110004192018;CARLSBERG 33CL
0110004192018;CARLSBERG 33CL
0110004202018;NOODLES MUSHROOM SOUP
0110004202018;NOODLES MUSHROOM SOUP
0110004202018;GLASS WINE ROSE
0110004202018;MINERAL WATER 1.5LT
0110004202018;PRAWNS MIXED VEG
0110004202018;FOOD
0110004202018;GLASS WINE ROSE
0110004212018;SESAME PRAWNS
0110004212018;1/6 DUCK
0110004212018;BEEF PEPPER SAUCE
0110004212018;PORK OYSTER SAUCE
0110004212018;STEAMED RICE
0110004212018;MINERAL WATER 1.5LT
0110004212018;LEVANDA ROSE
0110004222018;MIXED PLATTER SUSHI
0110004222018;BABY PORK
0110004222018;CHICK KORMA KASHMIRI
0110004222018;SPECIAL MONTPARNASSE RICE
0110004222018;PERSEFONI KOLIOS WHITE
0110004222018;MINERAL WATER 1.5LT
0110004232018;SWEETCORN SOUP
0110004232018;SPRING ROLL
0110004232018;ONION BADJI
0110004232018;CALIFORNIA MAKI
0110004232018;PHILADELPHIA MAKI
0110004232018;BEEF BBS
0110004232018;STEAMED RICE
0110004232018;MINERAL WATER 1.5LT
0110004232018;MATEUS 37.5CL
0110004232018;TOFFEE BANANA COMPLEMENTARY
0110004242018;GLASS WHITE WINE
0110004242018;CARLSBERG 33CL
0110004242018;MINERAL WATER 1.5LT
0110004242018;VOLCANO MAKI
0110004242018;TANDOORI TRILOGY
0110004242018;BEEF BBS
0110004242018;FRIED SHREDDED BEEF
0110004242018;SPECIAL MONTPARNASSE RICE
0110004252018;SAMOSA
0110004252018;TANDOORI TRILOGY
0110004252018;CHICK TIKKA MASALA
0110004252018;PANEER MAKHNI
0110004252018;JIRA PULAO
0110004252018;NAAN
0110004252018;SPRITE
0110004252018;MINERAL WATER 1.5LT
0110004252018;AYIOS ANDRONIKOS XYNISTERI
0110004262018;SESAME PRAWNS
0110004262018;SEAWEED
0110004262018;1/4 DUCK
0110004262018;MALAI MANGO CHICK
0110004262018;CHICK TIKKA MASALA
0110004262018;EGG FRIED RICE
0110004262018;NAAN
0110004262018;KYPEROUNDAS CHARDONNAY
0110004262018;MINERAL WATER 1.5LT
0110004262018;TOFFEE BANANA COMPLEMENTARY
0110004272018;FRIED SHREDDED BEEF
0110004272018;SALT PEPPER SQUID
0110004272018;MALAI MANGO CHICK
0110004272018;TANDOORI CHICK 1/2
0110004272018;JIRA PULAO
0110004272018;NAAN
0110004272018;MINERAL WATER 1.5LT
0110004272018;SPECIAL MONTPARNASSE RICE
0110004272018;SWEET SOUR CHICKEN
0110004272018;FRIED SHREDDED BEEF
0110004272018;FORTUNE PORK
0110004272018;MINERAL WATER 1.5LT
0110004272018;7UP
0110004272018;PERRIER
0110004272018;BEEF BBS
0110004272018;TOFFEE BANANA COMPLEMENTARY
0110004282018;SPRING ROLL
0110004282018;VOLCANO MAKI
0110004282018;1/4 DUCK
0110004282018;BEEF BBS
0110004282018;MIX VEG
0110004282018;SWEET SOUR CHICKEN
0110004282018;BABY PORK
0110004282018;SPECIAL MONTPARNASSE RICE
0110004282018;AGIOS ELIAS 37.5CL RED
0110004282018;COMMANDARIA 5CL
0110004282018;MINERAL WATER 1.5LT
0110004282018;MINERAL WATER 1.5LT
0110004292018;SPRING ROLL
0110004292018;1/6 DUCK
0110004292018;CHICKEN CASHEW NUTS
0110004292018;SPECIAL MONTPARNASSE RICE
0110004292018;MINERAL WATER 1.5LT
0110004292018;AYIOS ANDRONIKOS XYNISTERI
0110004292018;TOFFEE BANANA COMPLEMENTARY
0110004302018;SPRING ROLL
0110004302018;CALIFORNIA MAKI
0110004302018;PHILADELPHIA MAKI
0110004302018;TEMPURA MAKI
0110004302018;MINERAL WATER 1.5LT
0110004302018;TOFFEE BANANA COMPLEMENTARY
0110004312018;SAMOSA
0110004312018;CHICKEN TIKKA
0110004312018;TANDOORI TILL JHEENGA
0110004312018;FOOD
0110004312018;PALAK PANEER
0110004312018;YELLOW DAL DHABA
0110004312018;JIRA PULAO
0110004312018;ROTI
0110004312018;ROTI
0110004312018;PERRIER
0110004312018;PINOT GRIGIO WHITE
0110004312018;ROTI
0110004322018;SPRING ROLL
0110004322018;1/4 DUCK
0110004322018;COKE ZERO
0110004322018;DIET COKE
0110004322018;MINERAL WATER 1.5LT
0110004322018;GLASS WHITE WINE
0110004322018;SWEET SOUR CHICKEN
0110004322018;BEEF BBS
0110004322018;SWEET SOUR PRAWNS
0110004322018;NOODLES WITH MEAT
0110004322018; NO MEAT
0110004322018;CHICKEN WITH GINGER
0110004322018;EGG FRIED RICE
0110004322018;STEAMED RICE
0110004322018;MINERAL WATER 1.5LT
0110004322018;COFFEE COMPLIMENTARY
0110004332018;SWEETCORN SOUP
0110004332018; WITH CHICKEN
0110004332018;1/6 DUCK
0110004332018;BEEF BBS
0110004332018;CHICKEN MIXED VEGETABLES
0110004332018; WITH CHICKEN
0110004332018;SODA
0110004332018;WHISKY 5CL
0110004332018;FAMOUS
0110004332018;STEAMED RICE
0110004342018;1/6 DUCK
0110004342018;SWEET SOUR CHICKEN
0110004342018;BABY PORK
0110004342018;EGG FRIED RICE
0110004342018;MINERAL WATER 1.5LT
0110004342018;BOUTARI MOSCHOFILERO WHITE
0110004352018;SPRING ROLL
0110004352018;SAMOSA
0110004352018;SESAME PRAWNS
0110004352018;PECKING STYLE PRAWNS
0110004352018;CHICKEN CASHEW NUTS
0110004352018;BEEF WITH GINGER
0110004352018;SPECIAL MONTPARNASSE RICE
0110004352018;VEG RICE
0110004352018;PERSEFONI KOLIOS WHITE
0110004352018;MINERAL WATER 1.5LT
0110004352018;PERSEFONI KOLIOS WHITE
0110004352018;TOFFEE BANANA COMPLEMENTARY
0120000472018;SWEETCORN SOUP
0120000472018;SAMOSA CHICKEN
0120000472018;ONION BADJI
0120000472018;TANDOORI TRILOGY
0120000472018;TIN JIAN STYLE CHICKEN
0120000472018;SPECIAL MONTPARNASSE RICE
0120000472018;NAAN
0120000472018;MINERAL WATER 1.5LT
0120000472018;SODA
0120000482018;CHICKEN CASHEW NUTS
0120000482018;SWEET SOUR CHICKEN
0120000482018;BEEF OYSTER SAUCE
0120000482018;NOODLES WITH MEAT
0120000482018;EGG FRIED RICE
0120000482018;MATEUS ROSE
0120000482018;LEVANDA ROSE
0120000482018;MINERAL WATER 1.5LT
0120000482018;EGG FRIED RICE
0120000482018;MINERAL WATER 1.5LT
0120000492018;1/4 DUCK
0120000492018;BABY PORK
0120000492018;SWEET SOUR CHICKEN
0120000492018;BEEF PEPPER SAUCE
0120000492018;EGG FRIED RICE
0120000492018;MINERAL WATER 1.5LT
0120000492018;MINERAL WATER 1.5LT
0120000502018;1/4 DUCK
0120000502018;SWEET SOUR PORK
0120000502018;CHICKEN CASHEW NUTS
0120000502018;SPECIAL MONTPARNASSE RICE
0120000502018;MINERAL WATER 1.5LT
0120000502018;GLASS WHITE WINE
0120000502018;GLASS WHITE WINE
0120000512018;CHICKEN TIKKA
0120000512018;CHICKEN TIKKA
0120000512018;KADHAI BHINDI
0120000512018;STEAMED RICE
0120000512018;BUTTER CHICKEN
0120000512018;TANDOORI CHICK WHOLE
0120000512018;CHICKEN KALIMIRCH TIKKA
0120000522018;SPRING ROLL
0120000522018;SALT PEPPER PRAWNS
0120000522018;FRIED SHREDDED BEEF
0120000522018;1/4 DUCK
0120000522018;BEEF BBS
0120000522018;LEMON CHICKEN
0120000522018;CHICKEN MIXED VEGETABLES
0120000522018; WITH PORK
0120000522018;EGG FRIED RICE
0120000522018;MAKKAS ROSE
0120000522018;MINERAL WATER 1.5LT
0120000522018;MAKKAS ROSE
0120000522018;FOOD
0120000522018;DIET COKE
0110004362018;SALT PEPPER PRAWNS
0110004362018;SESAME PRAWNS
0110004362018;BEEF OYSTER SAUCE
0110004362018;CHICK TIKKA MASALA
0110004362018;SHRIMP FRIED RICE
0110004362018;STEAMED RICE
0110004362018;MINERAL WATER 1.5LT
0110004362018;TOFFEE BANANA COMPLEMENTARY
0110004372018;SPRING ROLL
0110004372018;1/6 DUCK
0110004372018;TEMPURA MAKI
0110004372018;SWEET SOUR CHICKEN
0110004372018;EGG FRIED RICE
0110004372018;CHICK TIKKA MASALA
0110004372018;MINERAL WATER 1.5LT
0110004372018;AYIOS ANDRONIKOS XYNISTERI
0110004382018;SPRING ROLL
0110004382018;1/6 DUCK
0110004382018;EGG FRIED RICE
0110004382018;SWEET SOUR CHICKEN
0110004382018;CHICKEN WITH MUSHROOMS
0110004382018;MINERAL WATER 1.5LT
0110004382018;GLASS WHITE WINE
0110004382018;DIET SPRITE
0110004392018;CALIFORNIA MAKI
0110004392018;NOODLES WITH MEAT
0110004392018;EGG FRIED RICE
0110004392018;SWEET SOUR CHICKEN
0110004392018;YELLOW DAL DHABA
0110004392018;MEEN MOILEE
0110004392018;SPRITE
0110004392018;MINERAL WATER 1.5LT
0110004392018;ANDESITIS RED
0110004402018;SPRING ROLL
0110004402018;1/4 DUCK
0110004402018;LEMON CHICKEN
0110004402018;SWEET SOUR CHICKEN
0110004402018;PORK OYSTER SAUCE
0110004402018;BEEF PEPPER SAUCE
0110004402018;NOODLES WITH MEAT
0110004402018; NO MEAT
0110004402018;EGG FRIED RICE
0110004402018;DIET COKE
0110004402018;SPRITE
0110004402018;MINERAL WATER 1.5LT
0110004402018;MINERAL WATER 1.5LT
0110004412018;SPRING ROLL
0110004412018;SWEET SOUR PORK
0110004412018;LEMON CHICKEN
0110004412018;SPECIAL MONTPARNASSE RICE
0110004412018;MINERAL WATER 1.5LT
0110004412018;GLASS WHITE WINE
0110004422018;SESAME PRAWNS
0110004422018;1/6 DUCK
0110004422018;BEEF BBS
0110004422018;EGG FRIED RICE
0110004422018;MINERAL WATER 1.5LT
0110004422018;COKE ZERO
0110004422018;GLASS WHITE WINE
0110004432018;SPRING ROLL
0110004432018;SESAME PRAWNS
0110004432018;LEMON CHICKEN
0110004432018;SWEET SOUR PORK
0110004432018;STEAMED RICE
0110004432018;MINERAL WATER 1.5LT
0110004432018;PERRIER
0110004432018;GLASS WHITE WINE
0110004442018;MALAI MANGO CHICK
0110004442018;CHICK TIKKA MASALA
0110004442018;CHICK TIKKA BHUNA
0110004442018;CHICK KORMA KASHMIRI
0110004442018;LAMB ROGAN JOSH
0110004442018;FOOD
0110004442018;JIRA PULAO
0110004442018;NAAN
0110004442018;NAAN
0110004442018;NAAN
0110004442018;MINERAL WATER 1.5LT
0110004442018;MAKKAS ROSE
0110004442018;MAKKAS ROSE
0110004442018;MINERAL WATER 1.5LT
0110004452018;SESAME PRAWNS
0110004452018;MIXED PLATTER SUSHI
0110004452018;SHRIMP FRIED RICE
0110004452018;NOODLES WITH MEAT
0110004452018;SWEET SOUR CHICKEN
0110004452018;CHICKEN MIXED VEGETABLES
0110004452018;BEEF BBS
0110004452018; NO ONION
0110004452018;MINERAL WATER 1.5LT
0110004452018;LEVANDA ROSE
0110004452018;PERRIER
0110004462018;SPRING ROLL
0110004462018;FRIED SHREDDED BEEF
0110004462018;1/6 DUCK
0110004462018;NOODLES WITH MEAT
0110004462018; NO MEAT
0110004462018;SWEET SOUR CHICKEN
0110004462018;BEEF BBS
0110004462018;SZECHUAN PRAWNS
0110004462018;EGG FRIED RICE
0110004462018;MINERAL WATER 1.5LT
0110004462018;VASSILIKON XYNISTERI
0110004462018;MINERAL WATER 1.5LT
0110004472018;AG. ANDRONIKOS 37.5CL WHITE
0110004472018;KEO
0110004472018;MINERAL WATER 1.5LT
0110004472018;SPRING ROLL
0110004472018;CHICKEN SATAY
0110004472018;SESAME PRAWNS
0110004472018;FOOD
0110004472018;1/4 DUCK
0110004472018;BEEF BBS
0110004472018;SWEET SOUR PRAWNS
0110004472018;SZECHUAN PRAWNS
0110004472018;SWEET SOUR PORK
0110004472018;NOODLES BEAN SPROUTS
0110004472018;EGG FRIED RICE
0110004472018;STEAMED RICE
0110004472018;WHISKY 5CL
0110004472018;FAMOUS
0110004472018;MINERAL WATER 1.5LT
0110004472018;KEO
0110004472018;TOFFEE BANANA COMPLEMENTARY
0110004482018;HOT AND SOUR SOUP
0110004482018;SESAME PRAWNS
0110004482018;FOOD
0110004482018;1/4 DUCK
0110004482018;PRAWNS BBS
0110004482018;PRAWNS OYSTER SAUCE
0110004482018;NOODLES BEAN SPROUTS
0110004482018;STEAMED RICE
0110004482018;BIBLIA CHORA WHITE
0110004482018;MINERAL WATER 1.5LT
0110004482018;COFFEE COMPLIMENTARY
0110004482018;COFFEE COMPLIMENTARY
0110004482018;COFFEE COMPLIMENTARY
0110004482018;LYCHEES COMPLIMENTARY
0110004482018;LYCHEES COMPLIMENTARY
0110004482018;PRAWNS BBS
0110004482018;FOOD
0110004492018;SAMOSA CHICKEN
0110004492018;SAMOSA
0110004492018;SPRING ROLL
0110004492018;SESAME PRAWNS
0110004492018;CHICKEN KALIMIRCH TIKKA
0110004492018;1/2 DUCK
0110004492018;LEMON CHICKEN
0110004492018;SWEET SOUR CHICKEN
0110004492018;BEEF OYSTER SAUCE
0110004492018;PRAWNS MIXED VEG
0110004492018;STEAMED RICE
0110004492018;SPECIAL MONTPARNASSE RICE
0110004492018;NOODLES WITH MEAT
0110004492018; NO MEAT
0110004492018;CHICK KORMA KASHMIRI
0110004492018;CHICK TIKKA MASALA
0110004492018;PANEER MAKHNI
0110004492018;JIRA PULAO
0110004492018;NAAN
0110004492018;MINERAL WATER 1.5LT
0110004492018;COKE ZERO
0110004492018;COKE ZERO
0110004492018;MINERAL WATER 1.5LT
0110004492018;COKE ZERO
0110004502018;1/6 DUCK
0110004502018;FORTUNE PORK
0110004502018;BEEF BBS
0110004502018;FOOD
0110004502018;FOOD
0110004502018;MINERAL WATER 1.5LT
0110004512018;SPRING ROLL
0110004512018;1/2 DUCK
0110004512018;TIN JIAN STYLE CHICKEN
0110004512018;SWEET SOUR CHICKEN
0110004512018;BEEF BBS
0110004512018;EGG FRIED RICE
0110004512018;PETRITIS KYPEROUNDA
0110004512018;SPRITE
0110004512018;MINERAL WATER 1.5LT
0110004512018;TOFFEE BANANA COMPLEMENTARY
0110004512018;TOFFEE BANANA COMPLEMENTARY
0110004522018;SPRING ROLL
0110004522018;BEEF WITH GINGER
0110004522018;LEMON CHICKEN
0110004522018;SWEET SOUR CHICKEN
0110004522018;PORK OYSTER SAUCE
0110004522018;BEEF BBS
0110004522018;SPECIAL MONTPARNASSE RICE
0110004522018;NOODLES BEAN SPROUTS
0110004522018;MINERAL WATER 1.5LT
0110004522018;LEVANDA ROSE
0110004522018;MINERAL WATER 1.5LT
0110004522018;1/2 DUCK
0110004522018;LEVANDA ROSE
0110004522018;STEAMED RICE
0110004522018;TOFFEE APPLE COMPLEMENTARY
0110004522018;TOFFEE BANANA COMPLEMENTARY
0110004522018;COFFEE COMPLIMENTARY
0110004532018;SPRING ROLL
0110004532018;CHICKEN SATAY
0110004532018;SESAME PRAWNS
0110004532018;1/6 DUCK
0110004532018;PORK BBS
0110004532018;BEEF PEPPER SAUCE
0110004532018;PRAWNS WITH GINGER
0110004532018;STEAMED RICE
0110004532018;EGG FRIED RICE
0110004532018;NOODLES WITH MEAT
0110004532018; NO MEAT
0110004532018;MINERAL WATER 1.5LT
0110004532018;BIBLIA CHORA WHITE
0110004532018;7UP
0110004542018;SPRING ROLL
0110004542018;BABY PORK
0110004542018;CHICKEN VINDALOO
0110004542018;CHICK TIKKA MASALA
0110004542018;BUTTER CHICKEN
0110004542018;ALOO PALAK
0110004542018;CHICK KORMA KASHMIRI
0110004542018;JIRA PULAO
0110004542018;YELLOW DAL DHABA
0110004542018;EGG FRIED RICE
0110004542018;NAAN
0110004542018;ROTI
0110004542018;BEEF BBS
0110004542018;MINERAL WATER 1.5LT
0110004542018;PERSEFONI KOLIOS WHITE
0110004542018;PERSEFONI KOLIOS WHITE
0110004542018;COKE
0110004542018;COKE
0110004542018;COKE ZERO
0110004542018;TOFFEE BANANA COMPLEMENTARY
0110004552018;1/2 DUCK
0110004552018;TANDOORI TRILOGY
0110004552018;FRIED SHREDDED BEEF
0110004552018;STEAMED RICE
0110004552018;JIRA PULAO
0110004552018;BUTTER CHICKEN
0110004552018;NAAN
0110004552018;PESHWARI NAAN
0110004552018;MINERAL WATER 1.5LT
0110004552018;VELOUDO RED
0110004552018;PETRITIS KYPEROUNDA
0110004552018;TOFFEE APPLE COMPLEMENTARY
0110004552018;LYCHEES COMPLIMENTARY
0110004562018;SPRING ROLL
0110004562018;1/2 DUCK
0110004562018;FRIED SHREDDED BEEF
0110004562018;CHICKEN MIXED VEGETABLES
0110004562018; WITH CHICKEN
0110004562018;BABY PORK
0110004562018;BEEF PEPPER SAUCE
0110004562018;NOODLES WITH MEAT
0110004562018; NO MEAT
0110004562018;STEAMED RICE
0110004562018;EGG FRIED RICE
0110004562018;VLASSIDES SHIRAZ
0110004562018;MINERAL WATER 1.5LT
0110004562018;TOFFEE BANANA COMPLEMENTARY
0110004572018;SPRING ROLL
0110004572018;1/6 DUCK
0110004572018;SWEET SOUR CHICKEN
0110004572018;EGG FRIED RICE
0110004572018;NOODLES WITH MEAT
0110004572018; NO MEAT
0110004572018;MINERAL WATER 1.5LT
0110004582018;SPRING ROLL
0110004582018;1/4 DUCK
0110004582018;FRIED SHREDDED BEEF
0110004582018;BEEF BBS
0110004582018;CHICKEN CASHEW NUTS
0110004582018;NOODLES WITH MEAT
0110004582018; NO MEAT
0110004582018;EGG FRIED RICE
0110004582018;MINERAL WATER 1.5LT
0110004582018;BOUTARI MOSCHOFILERO WHITE
0110004582018;COKE ZERO
0110004582018;TOFFEE BANANA COMPLEMENTARY
0110004592018;CHICKEN TIKKA
0110004592018;SPRING ROLL
0110004592018;FOOD
0110004592018;1/4 DUCK
0110004592018;SPECIAL MONTPARNASSE RICE
0110004592018;BEEF BBS
0110004592018;FRIED SHREDDED BEEF
0110004592018;GLASS WHITE WINE
0110004592018;CHINESE BEER 33CL
0110004592018;DIET COKE
0110004592018;MINERAL WATER 1.5LT
0110004592018;CHINESE BEER 33CL
0110004592018;CHINESE BEER 33CL
0110004592018;TOFFEE BANANA COMPLEMENTARY
0110004592018;COFFEE COMPLIMENTARY
0110004602018;SPRING ROLL
0110004602018;CHICKEN SATAY
0110004602018;1/6 DUCK
0110004602018;BEEF WITH GINGER
0110004602018;SWEET SOUR CHICKEN
0110004602018;CHICKEN MIXED VEGETABLES
0110004602018; WITH CHICKEN
0110004602018;EGG FRIED RICE
0110004602018;PETRITIS KYPEROUNDA
0110004602018;MINERAL WATER 1.5LT
0110004602018;TOFFEE BANANA COMPLEMENTARY
0110004602018;MINERAL WATER 1.5LT
0110004612018;NOODLES MUSHROOM SOUP
0110004612018;BEEF BBS
0110004612018;SWEET SOUR CHICKEN
0110004612018;SPECIAL MONTPARNASSE RICE
0110004612018;MINERAL WATER 1.5LT
0110004612018;GLASS WHITE WINE
0110004622018;SPRING ROLL
0110004622018;SESAME PRAWNS
0110004622018;WHOLE DUCK
0110004622018;CHICKEN MIXED VEGETABLES
0110004622018;SWEET SOUR CHICKEN
0110004622018;BEEF BBS
0110004622018;EGG FRIED RICE
0110004622018;STEAMED RICE
0110004622018;MINERAL WATER 1.5LT
0110004622018;TOFFEE BANANA COMPLEMENTARY
0110004632018;SWEETCORN SOUP
0110004632018; WITH CHICKEN
0110004632018;SALMON MAKI
0110004632018;EEL MAKI
0110004632018;1/4 DUCK
0110004632018;CHICK TIKKA MASALA
0110004632018;PESHWARI NAAN
0110004632018;NAAN
0110004632018;NAAN
0110004632018;EGG FRIED RICE
0110004632018;MINERAL WATER 1.5LT
0110004632018;MINERAL WATER 1.5LT
0110004642018;SPRING ROLL
0110004642018;BEEF OYSTER SAUCE
0110004642018;SWEET SOUR PORK
0110004642018;NOODLES WITH MEAT
0110004642018; NO MEAT
0110004642018;EGG FRIED RICE
0110004642018;STEAMED RICE
0110004642018;LEMON CHICKEN
0110004642018;VEG BBS
0110004642018;MINERAL WATER 1.5LT
0110004642018;MINERAL WATER 1.5LT
0110004642018;TOFFEE BANANA ICECREAM
0110004652018;SPRING ROLL
0110004652018;1/2 DUCK
0110004652018;BABY PORK
0110004652018;CHICKEN CASHEW NUTS
0110004652018;LEMON CHICKEN
0110004652018;BEEF WITH GINGER
